timestamp_epoch,seconds_from_evaluation_start,valid,processing_backlog_offsets
1789281553.878,0.0003669261932373047,True,12311.0
1789281555.878,2.0003669261932373,True,13299.0
1789281557.878,4.000366926193237,True,13299.0
1789281559.878,6.000366926193237,True,13915.0
1789281561.878,8.000366926193237,True,14386.0
1789281563.878,10.000366926193237,True,14386.0
1789281565.878,12.000366926193237,True,15444.0
1789281567.878,14.000366926193237,True,15444.0
1789281569.878,16.000366926193237,True,15995.0
1789281571.878,18.000366926193237,True,16342.0
1789281573.878,20.000366926193237,True,16342.0
1789281575.878,22.000366926193237,True,17713.0
1789281577.878,24.000366926193237,True,17713.0
1789281579.878,26.000366926193237,True,18207.0
1789281581.878,28.000366926193237,True,18631.0
1789281583.878,30.000366926193237,True,18631.0
1789281585.878,32.00036692619324,True,19807.0
1789281587.878,34.00036692619324,True,19807.0
1789281589.878,36.00036692619324,True,20363.0
1789281591.878,38.00036692619324,True,20835.0
1789281593.878,40.00036692619324,True,20835.0
1789281595.878,42.00036692619324,True,22076.0
1789281597.878,44.00036692619324,True,22076.0
1789281599.878,46.00036692619324,True,22634.0
1789281601.878,48.00036692619324,True,23158.0
1789281603.878,50.00036692619324,True,23158.0
1789281605.878,52.00036692619324,True,24006.0
1789281607.878,54.00036692619324,True,24006.0
1789281609.878,56.00036692619324,True,24693.0
1789281611.878,58.00036692619324,True,25307.0
1789281613.878,60.00036692619324,True,25307.0
1789281615.878,62.00036692619324,True,26141.0
1789281617.878,64.00036692619324,True,26141.0
1789281619.878,66.00036692619324,True,26912.0
1789281621.878,68.00036692619324,True,27577.0
1789281623.878,70.00036692619324,True,27577.0
1789281625.878,72.00036692619324,True,28577.0
1789281627.878,74.00036692619324,True,28577.0
1789281629.878,76.00036692619324,True,29272.0
1789281631.878,78.00036692619324,True,29861.0
1789281633.878,80.00036692619324,True,29861.0
1789281635.878,82.00036692619324,True,30774.0
1789281637.878,84.00036692619324,True,30774.0
1789281639.878,86.00036692619324,False,
1789281641.878,88.00036692619324,False,
1789281643.878,90.00036692619324,False,
1789281645.878,92.00036692619324,False,
1789281647.878,94.00036692619324,False,
1789281649.878,96.00036692619324,False,
1789281651.878,98.00036692619324,True,24107.0
1789281653.878,100.00036692619324,True,24107.0
1789281655.878,102.00036692619324,True,20637.0
1789281657.878,104.00036692619324,True,20637.0
1789281659.878,106.00036692619324,True,20520.0
1789281661.878,108.00036692619324,True,20510.0
1789281663.878,110.00036692619324,True,20510.0
1789281665.878,112.00036692619324,True,19772.0
1789281667.878,114.00036692619324,True,19772.0
1789281669.878,116.00036692619324,True,19713.0
1789281671.878,118.00036692619324,True,19470.0
1789281673.878,120.00036692619324,True,19470.0
1789281675.878,122.00036692619324,True,19261.0
1789281677.878,124.00036692619324,True,19261.0
1789281679.878,126.00036692619324,True,18983.0
1789281681.878,128.00036692619324,True,18862.0
1789281683.878,130.00036692619324,True,18862.0
1789281685.878,132.00036692619324,True,18516.0
1789281687.878,134.00036692619324,True,18516.0
1789281689.878,136.00036692619324,True,18379.0
1789281691.878,138.00036692619324,True,18101.0
1789281693.878,140.00036692619324,True,18101.0
1789281695.878,142.00036692619324,False,
1789281697.878,144.00036692619324,False,
1789281699.878,146.00036692619324,False,
1789281701.878,148.00036692619324,False,
1789281703.878,150.00036692619324,False,
1789281705.878,152.00036692619324,False,
1789281707.878,154.00036692619324,True,15315.0
1789281709.878,156.00036692619324,True,15441.0
1789281711.878,158.00036692619324,True,14898.0
1789281713.878,160.00036692619324,True,14263.0
1789281715.878,162.00036692619324,True,12961.0
1789281717.878,164.00036692619324,True,12475.0
1789281719.878,166.00036692619324,True,11937.0
1789281721.878,168.00036692619324,True,11213.0
1789281723.878,170.00036692619324,True,10607.0
1789281725.878,172.00036692619324,True,9807.0
1789281727.878,174.00036692619324,True,9785.0
1789281729.878,176.00036692619324,True,9561.0
1789281731.878,178.00036692619324,True,8882.0
1789281733.878,180.00036692619324,True,8869.0
1789281735.878,182.00036692619324,True,7766.0
1789281737.878,184.00036692619324,True,7776.0
1789281739.878,186.00036692619324,True,7616.0
1789281741.878,188.00036692619324,True,7210.0
1789281743.878,190.00036692619324,True,7208.0
1789281745.878,192.00036692619324,True,6984.0
1789281747.878,194.00036692619324,True,6993.0
1789281749.878,196.00036692619324,True,6867.0
1789281751.878,198.00036692619324,True,6883.0
1789281753.878,200.00036692619324,True,6880.0
1789281755.878,202.00036692619324,True,6649.0
1789281757.878,204.00036692619324,True,6642.0
1789281759.878,206.00036692619324,True,6411.0
1789281761.878,208.00036692619324,True,6406.0
1789281763.878,210.00036692619324,True,6411.0
1789281765.878,212.00036692619324,True,6238.0
1789281767.878,214.00036692619324,True,6229.0
1789281769.878,216.00036692619324,True,5963.0
1789281771.878,218.00036692619324,True,5990.0
1789281773.878,220.00036692619324,True,5998.0
1789281775.878,222.00036692619324,True,5741.0
1789281777.878,224.00036692619324,True,5742.0
1789281779.878,226.00036692619324,True,5487.0
1789281781.878,228.00036692619324,True,5488.0
1789281783.878,230.00036692619324,True,5495.0
1789281785.878,232.00036692619324,True,5223.0
1789281787.878,234.00036692619324,True,5209.0
1789281789.878,236.00036692619324,True,5016.0
1789281791.878,238.00036692619324,True,5018.0
